,Unnamed: 0,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,handle,date_time,date,date_week,clean_tweet
781,15,Fri Aug 16 15:33:34 +0000 2019,197,".@SenAndreychuk is a fellow Saskatchewanian and friend. She has been a driving force in the Senate for many years and I am inspired by her dedication. 

You will be greatly missed and enjoy your retirement, you have earned it! https://t.co/mV34dmPZzV",[],1162386929880580096,1162386929880580096,en,"[{'display_url': 'pic.twitter.com/mV34dmPZzV', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162386929880580096/photo/1', 'id': 1162386875371393025, 'media_url': 'http://pbs.twimg.com/media/ECGgtF4WkAExZ1k.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECGgtF4WkAExZ1k.jpg', 'sizes': {'medium': {'w': 1200, 'h': 790, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1348, 'resize': 'fit'}, 'small': {'w': 680, 'h': 447, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/mV34dmPZzV'}]",,,,32,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 902575098, 'id_str': '902575098', 'name': 'Raynell Andreychuk', 'screen_name': 'SenAndreychuk'}]",@AndrewScheer,2019-08-16 15:33:34+00:00,2019-08-16,2019-08-12,senandreychuk fellow saskatchewanian friend ha drive force senate many year inspire dedication greatly miss enjoy ymy retirement earn http t.co/mv34dmpzzv
784,18,Fri Aug 16 12:07:21 +0000 2019,1043,"Justin Trudeau lied to Canadians about his SNC-Lavalin corruption scandal and cover-up. Now he’s been found guilty of breaking federal ethics law, again. Speaking to media about next week’s Ethics meeting: https://t.co/JxsbW0f0YJ",[],1162335030804393984,1162335030804393984,en,,,,,339,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/videos/524777571398425/', 'url': 'https://t.co/JxsbW0f0YJ'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-16 12:07:21+00:00,2019-08-16,2019-08-12,justin trudeau lie canadian hi snc-lavalin corruption scandal cover-up ’ find guilty break federal ethic law speak medium next week ’ ethic meeting http t.co/jxsbw0f0yj
785,19,Fri Aug 16 02:52:02 +0000 2019,119,"The Indo-Canadian community has made tremendous contributions to our country’s success in areas of art, trade, business, technological advancements, and education, helping to keep it strong and prosperous. My statement celebrating India Independence Day:  https://t.co/62G9rfEItT https://t.co/QWHfaFc4cl",[],1162195283352203265,1162195283352203265,en,"[{'display_url': 'pic.twitter.com/QWHfaFc4cl', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162195283352203265/photo/1', 'id': 1162195156336041984, 'media_url': 'http://pbs.twimg.com/media/ECDyVk0W4AAVNmG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDyVk0W4AAVNmG.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/QWHfaFc4cl'}]",,,,25,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.conservative.ca/the-hon-andrew-scheer-leader-of-canadas-conservatives-issues-statement-to-mark-the-anniversary-of-indias-independence/', 'url': 'https://t.co/62G9rfEItT'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-16 02:52:02+00:00,2019-08-16,2019-08-12,indo-canadian community ha make tremendou contribution country ’ succes area art trade busines technological advancement education help keep strong prosperou statement celebrate indium independence day http t.co/62g9rfeitt http t.co/qwhfafc4cl
787,21,Fri Aug 16 01:44:03 +0000 2019,219,My family and I joined @BlaineHiggs in today’s Grand Tintamarre to celebrate Acadian culture and all the contributions they’ve made to Canada. Thank you to everyone for the warm New Brunswick welcome! https://t.co/kLxdVq9Ncn,[],1162178172248559617,1162178172248559617,en,"[{'display_url': 'pic.twitter.com/kLxdVq9Ncn', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162178172248559617/photo/1', 'id': 1162177142001754112, 'media_url': 'http://pbs.twimg.com/media/ECDh9AMX4AANA62.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDh9AMX4AANA62.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1889, 'h': 1258, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/kLxdVq9Ncn'}, {'display_url': 'pic.twitter.com/kLxdVq9Ncn', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162178172248559617/photo/1', 'id': 1162177142286888960, 'media_url': 'http://pbs.twimg.com/media/ECDh9BQWsAAVVZq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDh9BQWsAAVVZq.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1519, 'h': 1012, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/kLxdVq9Ncn'}, {'display_url': 'pic.twitter.com/kLxdVq9Ncn', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162178172248559617/photo/1', 'id': 1162177142576295936, 'media_url': 'http://pbs.twimg.com/media/ECDh9CVWsAAOV3C.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDh9CVWsAAOV3C.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/kLxdVq9Ncn'}]",,,,39,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 1022176122, 'id_str': '1022176122', 'name': 'Blaine Higgs', 'screen_name': 'BlaineHiggs'}]",@AndrewScheer,2019-08-16 01:44:03+00:00,2019-08-16,2019-08-12,family join blainehigg today ’ grand tintamarre celebrate acadian culture contribution ’ make canada thank everyone warm new brunswick welcome http t.co/klxdvq9ncn
789,23,Fri Aug 16 01:09:44 +0000 2019,99,"Grabbed a cup of Timmies coffee with @RichardBragdon, @RobMoore_CPC, and @rodneywestonsj, Vince Cormier, and was blown away by the support from everyone here in Salisbury. We’re working hard for you because you deserve to have every opportunity to get ahead, not just get by. https://t.co/p99P79cufv",[],1162169537908920321,1162169537908920321,en,"[{'display_url': 'pic.twitter.com/p99P79cufv', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162169537908920321/photo/1', 'id': 1162168613555638277, 'media_url': 'http://pbs.twimg.com/media/ECDaMlQXkAURTZI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDaMlQXkAURTZI.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/p99P79cufv'}, {'display_url': 'pic.twitter.com/p99P79cufv', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162169537908920321/photo/1', 'id': 1162168616785260544, 'media_url': 'http://pbs.twimg.com/media/ECDaMxSXsAAx73l.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDaMxSXsAAx73l.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/p99P79cufv'}, {'display_url': 'pic.twitter.com/p99P79cufv', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162169537908920321/photo/1', 'id': 1162168617607282689, 'media_url': 'http://pbs.twimg.com/media/ECDaM0WWwAEvVJo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDaM0WWwAEvVJo.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/p99P79cufv'}, {'display_url': 'pic.twitter.com/p99P79cufv', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162169537908920321/photo/1', 'id': 1162168617867366400, 'media_url': 'http://pbs.twimg.com/media/ECDaM1UXUAACF5T.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDaM1UXUAACF5T.jpg', 'sizes': {'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/p99P79cufv'}]",,,,25,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 1104590774, 'id_str': '1104590774', 'name': 'Richard Bragdon', 'screen_name': 'RichardBragdon'}, {'id': 237281828, 'id_str': '237281828', 'name': 'Rob Moore', 'screen_name': 'RobMoore_CPC'}, {'id': 267588644, 'id_str': '267588644', 'name': 'Rodney Weston', 'screen_name': 'rodneywestonsj'}]",@AndrewScheer,2019-08-16 01:09:44+00:00,2019-08-16,2019-08-12,grabbed cup timmy coffee richardbragdon robmoore_cpc rodneywestonsj vince cormier wa blow away support everyone salisbury ’ work hard deserve every opportunity get ahead get http t.co/p99p79cufv
791,25,Fri Aug 16 00:14:57 +0000 2019,1689,"“Nine witnesses informed our office that they had information they believed to be relevant, but that could not be disclosed.” – Justin Trudeau promised transparency. What is he STILL hiding from Canadians? https://t.co/UPYPTcdqx8",[],1162155750606741504,1162155750606741504,en,,"{'created_at': 'Thu Aug 15 00:15:04 +0000 2019', 'favorite_count': 138, 'full_text': 'Andrew Coyne: Conflict of interest the least of concerns raised by SNC-Lavalin affair https://t.co/EjIo9BzlAP https://t.co/7O0SL4vUJb', 'hashtags': [], 'id': 1161793393967677456, 'id_str': '1161793393967677456', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/7O0SL4vUJb', 'expanded_url': 'https://twitter.com/nationalpost/status/1161793393967677456/photo/1', 'id': 1161793391165956101, 'media_url': 'http://pbs.twimg.com/media/EB-E7w7X4AU6CGC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EB-E7w7X4AU6CGC.jpg', 'sizes': {'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1000, 'h': 750, 'resize': 'fit'}, 'medium': {'w': 1000, 'h': 750, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/7O0SL4vUJb'}], 'retweet_count': 83, 'source': '<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox Social</a>', 'urls': [{'expanded_url': 'https://nationalpost.com/opinion/andrew-coyne-conflict-of-interest-the-least-of-concerns-raised-by-snc-lavalin-affair?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1565827931', 'url': 'https://t.co/EjIo9BzlAP'}], 'user': {'id': 14216661, 'id_str': '14216661'}, 'user_mentions': []}",1.1617933939676774e+18,1.1617933939676774e+18,657,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/nationalpost/status/1161793393967677456', 'url': 'https://t.co/UPYPTcdqx8'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-16 00:14:57+00:00,2019-08-16,2019-08-12,“ nine witness inform office information believe relevant could disclose ” – justin trudeau promise transparency still hide canadian http t.co/upyptcdqx8
793,27,Thu Aug 15 23:35:56 +0000 2019,169,Did someone say ice cream? It was great to meet so many of you at the Big Scoop while dishing out some of the best ice cream around. https://t.co/4YFhl9t9IN,[],1162145931464192005,1162145931464192005,en,"[{'display_url': 'pic.twitter.com/4YFhl9t9IN', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162145931464192005/photo/1', 'id': 1162143598617538560, 'media_url': 'http://pbs.twimg.com/media/ECDDchWXsAAYt0O.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDDchWXsAAYt0O.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4YFhl9t9IN'}, {'display_url': 'pic.twitter.com/4YFhl9t9IN', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162145931464192005/photo/1', 'id': 1162143598831382529, 'media_url': 'http://pbs.twimg.com/media/ECDDciJWsAEBv8b.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECDDciJWsAEBv8b.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4YFhl9t9IN'}]",,,,26,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-15 23:35:56+00:00,2019-08-15,2019-08-12,someone say ice cream wa great meet many big scoop dish best ice cream around http t.co/4yfhl9t9in
795,29,Thu Aug 15 21:10:08 +0000 2019,116,"Before heading out for Acadian Day celebrations here in Moncton, my family and I hit up Butterfly World and the boardwalk and had a blast! https://t.co/kDDx6Wq15j",[],1162109239755759617,1162109239755759617,en,"[{'display_url': 'pic.twitter.com/kDDx6Wq15j', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162109239755759617/photo/1', 'id': 1162109230050095128, 'media_url': 'http://pbs.twimg.com/media/ECCkMAdWsBgFN0K.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECCkMAdWsBgFN0K.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1920, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/kDDx6Wq15j'}, {'display_url': 'pic.twitter.com/kDDx6Wq15j', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162109239755759617/photo/1', 'id': 1162109229509091328, 'media_url': 'http://pbs.twimg.com/media/ECCkL-cXoAAPsPD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECCkL-cXoAAPsPD.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'large': {'w': 1630, 'h': 1085, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/kDDx6Wq15j'}, {'display_url': 'pic.twitter.com/kDDx6Wq15j', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162109239755759617/photo/1', 'id': 1162109234110226432, 'media_url': 'http://pbs.twimg.com/media/ECCkMPlXYAAa_wy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECCkMPlXYAAa_wy.jpg', 'sizes': {'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1603, 'h': 1068, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/kDDx6Wq15j'}, {'display_url': 'pic.twitter.com/kDDx6Wq15j', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162109239755759617/photo/1', 'id': 1162109234915487757, 'media_url': 'http://pbs.twimg.com/media/ECCkMSlWsA0VNq0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECCkMSlWsA0VNq0.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1588, 'h': 1057, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/kDDx6Wq15j'}]",,,,19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-15 21:10:08+00:00,2019-08-15,2019-08-12,head acadian day celebration moncton family hit butterfly world boardwalk blast http t.co/kddx6wq15j
797,31,Thu Aug 15 20:54:15 +0000 2019,76,"Today we celebrate North America’s oldest francophone community and all that it contributes to the culture and heritage of Canada. On behalf of Canada’s Conservatives, I wish all Canadians of Acadian descent a happy National Acadian Day! My Statement: https://t.co/A4Vna0dvL1 https://t.co/G7FYSVEhMD",[],1162105244706398208,1162105244706398208,en,"[{'display_url': 'pic.twitter.com/G7FYSVEhMD', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162105244706398208/photo/1', 'id': 1162105065462784000, 'media_url': 'http://pbs.twimg.com/media/ECCgZmKXYAAEU6Z.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECCgZmKXYAAEU6Z.jpg', 'sizes': {'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/G7FYSVEhMD'}]",,,,15,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.conservative.ca/the-hon-andrew-scheer-leader-of-canadas-conservatives-issues-statement-on-national-acadian-day/', 'url': 'https://t.co/A4Vna0dvL1'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-15 20:54:15+00:00,2019-08-15,2019-08-12,today celebrate north america ’ old francophone community contribute culture heritage canada behalf canada ’ conservative wish canadian acadian descent happy national acadian day statement http t.co/a4vna0dvl1 http t.co/g7fysvehmd
799,33,Thu Aug 15 20:30:48 +0000 2019,62,Today we celebrate the 74th anniversary of Korea’s independence. I would like to extend my warmest wishes to everyone celebrating. Happy National Liberation Day of Korea! My statement: https://t.co/RA9SNjOLqq https://t.co/39JjxLsP5J,[],1162099340602683397,1162099340602683397,en,"[{'display_url': 'pic.twitter.com/39JjxLsP5J', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162099340602683397/photo/1', 'id': 1162099195114860548, 'media_url': 'http://pbs.twimg.com/media/ECCbD5aWsAQURLg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECCbD5aWsAQURLg.jpg', 'sizes': {'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/39JjxLsP5J'}]",,,,9,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.conservative.ca/the-hon-andrew-scheer-leader-of-the-conservative-party-of-canada-issues-statement-on-the-74th-anniversary-of-the-liberation-of-korea-at-the-conclusion-of-the-second-world-war/', 'url': 'https://t.co/RA9SNjOLqq'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-15 20:30:48+00:00,2019-08-15,2019-08-12,today celebrate 74th anniversary korea ’ independence would like extend warm wish everyone celebrate happy national liberation day korea statement http t.co/ra9snjolqq http t.co/39jjxlsp5j
802,36,Thu Aug 15 19:01:00 +0000 2019,464,"Justin Trudeau is not as advertised. He promised to be open and transparent, but he shut down multiple investigations into his corruption scandal and even blocked the Ethics Commissioner from accessing key information. Trudeau needs to come clean with Canadians. https://t.co/Bf3SA9gHZC",[],1162076741914914817,1162076741914914817,en,"[{'display_url': 'pic.twitter.com/Bf3SA9gHZC', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162076741914914817/photo/1', 'id': 1162047998735593472, 'media_url': 'http://pbs.twimg.com/media/ECBsf4CWsAASvFD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECBsf4CWsAASvFD.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/Bf3SA9gHZC'}]",,,,163,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-15 19:01:00+00:00,2019-08-15,2019-08-12,justin trudeau advertise promise open transparent shut multiple investigation hi corruption scandal even block ethic commissioner access key information trudeau need come clean canadian http t.co/bf3sa9ghzc
803,37,Thu Aug 15 18:06:04 +0000 2019,949,Justin Trudeau has spent the last four years helping well-connected insiders get ahead. I think it’s time for you to get ahead. https://t.co/Qihk5puJhB,[],1162062917111562242,1162062917111562242,en,,"{'created_at': 'Thu Aug 15 09:29:08 +0000 2019', 'favorite_count': 93, 'full_text': "".@RobynUrback: A Prime Minister's Office drunk on its own arrogance: Opinion | CBC News https://t.co/4bEnwZvRJH"", 'hashtags': [], 'id': 1161932828948533248, 'id_str': '1161932828948533248', 'lang': 'en', 'retweet_count': 51, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'urls': [{'expanded_url': 'https://www.cbc.ca/news/opinion/ethics-report-1.5247595?__vfz=medium%3Dsharebar', 'url': 'https://t.co/4bEnwZvRJH'}], 'user': {'id': 16161679, 'id_str': '16161679'}, 'user_mentions': [{'id': 27380224, 'id_str': '27380224', 'name': 'Robyn Urback', 'screen_name': 'RobynUrback'}]}",1.1619328289485332e+18,1.1619328289485332e+18,280,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/natnewswatch/status/1161932828948533248', 'url': 'https://t.co/Qihk5puJhB'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-15 18:06:04+00:00,2019-08-15,2019-08-12,justin trudeau ha spend last fmy year help well-connected insider get ahead think ’ time get ahead http t.co/qihk5pujhb
805,39,Thu Aug 15 16:57:25 +0000 2019,135,"On behalf of Canada’s Conservatives, I would like to extend my best wishes for a blessed feast day to everyone celebrating the Assumption across the country. My Statement: https://t.co/sqMMuVRLaI https://t.co/2cQcBAUr3X",[],1162045640320389121,1162045640320389121,en,"[{'display_url': 'pic.twitter.com/2cQcBAUr3X', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162045640320389121/photo/1', 'id': 1162045501988048898, 'media_url': 'http://pbs.twimg.com/media/ECBqOi7WkAI4VTk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECBqOi7WkAI4VTk.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/2cQcBAUr3X'}]",,,,31,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.conservative.ca/the-hon-andrew-scheer-leader-of-canadas-conservatives-issues-statement-on-assumption-day/', 'url': 'https://t.co/sqMMuVRLaI'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-15 16:57:25+00:00,2019-08-15,2019-08-12,behalf canada ’ conservative would like extend best wish bless feast day everyone celebrate assumption acros country statement http t.co/sqmmuvrlai http t.co/2cqcbaur3x
807,41,Thu Aug 15 16:23:32 +0000 2019,1866,"Justin Trudeau keeps saying things that aren’t true. He did it again just now in New Brunswick. Trudeau knows that the only jobs at stake were his Liberal MPs’, and his well-connected friends. He is not as advertised. https://t.co/cIJcfASGB0",[],1162037117167579137,1162037117167579137,en,"[{'display_url': 'pic.twitter.com/cIJcfASGB0', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162037117167579137/video/1', 'id': 1162031501200056325, 'media_url': 'http://pbs.twimg.com/media/ECBdwpvXUAMB_Ot.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECBdwpvXUAMB_Ot.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/cIJcfASGB0', 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 16125, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1162031501200056325/pl/6xzAMZp3ftvWf8t_.m3u8?tag=13'}, {'bitrate': 1280000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1162031501200056325/vid/720x720/dBbVnKgwjR0Dwpsb.mp4?tag=13'}, {'bitrate': 432000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1162031501200056325/vid/320x320/_dompJ7qqaKxPkMq.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1162031501200056325/vid/480x480/HwrPWsDzHdWpgVxW.mp4?tag=13'}]}}]",,,,874,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-15 16:23:32+00:00,2019-08-15,2019-08-12,justin trudeau keep say thing ’ true new brunswick trudeau know job stake hi liberal mp ’ hi well-connected friend advertise http t.co/cijcfasgb0
